id;average_length;average_weight;habitat;ph_of_water;color;Gender;life_span
966;6.34 inches;11.41 kg;rivers;7.1;Green_and_Chocolate;FALSE;21.6 years
967;18.22 inches;4.62 kg;lakes;7.4;White;FALSE;16.4 years
968;7.51 inches;10.7 kg;idlewater;7.7;Black_and_Orange;FALSE;8.9 years
969;17.63 inches;17.24 kg;rivers;6.3;Green_and_Chocolate;FALSE;24.4 years
970;19.38 inches;5.43 kg;rivers;6.9;Orange;TRUE;19.9 years
971;17.25 inches;5.96 kg;rivers;6.6;Yellow;TRUE;14.8 years
972;11.07 inches;2.73 kg;slowmovingwaters;6.6;Calico;FALSE;16.7 years
973;3.17 inches;2.92 kg;idlewater;7.3;Black_and_Orange;TRUE;8.9 years
974;10.38 inches;2.34 kg;ponds;6.3;Red_and_White_Bi_Color;TRUE;27.3 years
975;13.2 inches;6.35 kg;rivers;7.7;Yellow;FALSE;25.3 years
976;13.55 inches;6.24 kg;rivers;6.3;Orange;FALSE;6.4 years
977;2.43 inches;16.14 kg;idlewater;7.5;Orange;TRUE;19.8 years
978;16.06 inches;9.23 kg;lakes;7.6;Orange;FALSE;5 years
979;19.02 inches;15.4 kg;ponds;6.5;Reddish_Orange;TRUE;25.5 years
980;15.97 inches;18.41 kg;lakes;6.5;Orange;FALSE;18.7 years
981;5.01 inches;6.45 kg;ponds;6.6;Orange;TRUE;9.4 years
982;11.92 inches;8.78 kg;idlewater;6.3;Orange;TRUE;23.7 years
983;14.15 inches;17.34 kg;idlewater;7.6;Green_and_Chocolate;TRUE;1.8 years
984;1.54 inches;3.67 kg;lakes;7.6;Yellow;FALSE;11.4 years
985;8.35 inches;7.4 kg;rivers;7.3;Reddish_Orange;TRUE;9.1 years
986;18.04 inches;16.88 kg;lakes;8;White;TRUE;16.9 years
987;16.81 inches;8.8 kg;idlewater;6.8;Calico;TRUE;16.5 years
988;13.72 inches;15.24 kg;ponds;7;Calico;TRUE;8 years
989;17.97 inches;4.35 kg;slowmovingwaters;6.5;Red_and_Silver;TRUE;27.3 years
990;7.45 inches;15.29 kg;lakes;8;Green_and_Chocolate;TRUE;2.4 years
991;2.24 inches;15.41 kg;lakes;7;Orange;FALSE;19.3 years
992;3.55 inches;5.73 kg;idlewater;6.7;Yellow;FALSE;20.2 years
993;10.48 inches;2.14 kg;lakes;7.3;Yellow;TRUE;12.8 years
994;5.92 inches;10.35 kg;idlewater;7.8;Green_and_Chocolate;FALSE;6.1 years
995;14.69 inches;18.7 kg;idlewater;6.7;Green_and_Chocolate;TRUE;20.8 years
996;11.03 inches;16.87 kg;idlewater;6.4;Red_and_Silver;TRUE;9.7 years
997;9.08 inches;14.03 kg;lakes;6.2;Red_and_Silver;FALSE;15.5 years
998;2.94 inches;3.8 kg;slowmovingwaters;7.9;Reddish_Orange;FALSE;5.7 years
999;11.03 inches;12.29 kg;ponds;6.2;Green_and_Chocolate;FALSE;1.8 years
1000;2.12 inches;13.36 kg;slowmovingwaters;7.4;Reddish_Orange;FALSE;23.6 years
1001;19.7 inches;6.61 kg;slowmovingwaters;7.1;Black_and_Orange;FALSE;1.7 years
1002;18.66 inches;6.85 kg;slowmovingwaters;7;Yellow;FALSE;19.5 years
1003;2.14 inches;18.2 kg;slowmovingwaters;6.7;Yellow;TRUE;8 years
1004;12.59 inches;7.8 kg;ponds;7.8;White;FALSE;17 years
1005;13.74 inches;17.53 kg;idlewater;6.4;Calico;FALSE;5.6 years
1006;13.75 inches;15.41 kg;lakes;7;Yellow;TRUE;25.4 years
1007;16.54 inches;11.43 kg;slowmovingwaters;6.1;Black_and_Orange;FALSE;24.1 years
1008;18.65 inches;7.17 kg;ponds;6.8;Green_and_Chocolate;FALSE;25.4 years
1009;10.99 inches;5.61 kg;slowmovingwaters;6.2;Calico;FALSE;6.4 years
1010;2.97 inches;8.88 kg;rivers;6.2;Calico;FALSE;26.7 years
1011;15.15 inches;8.65 kg;slowmovingwaters;6.5;Reddish_Orange;FALSE;26.2 years
1012;10.9 inches;10.67 kg;rivers;6.8;Yellow;TRUE;17.9 years
1013;15.62 inches;11.88 kg;ponds;6.1;Black_and_Orange;FALSE;10.9 years
1014;19.58 inches;13.98 kg;idlewater;7.9;Red_and_Silver;TRUE;20 years
1015;3.4 inches;7.69 kg;rivers;7.1;Calico;FALSE;16.5 years
1016;18.09 inches;10.41 kg;ponds;7.7;Red_and_Silver;TRUE;20.8 years
1017;16.63 inches;2.22 kg;idlewater;7.3;Calico;TRUE;22.8 years
1018;2.62 inches;2.4 kg;lakes;6.9;Black_and_Orange;TRUE;7.6 years
1019;3.22 inches;6.65 kg;ponds;7.6;Red_and_White_Bi_Color;FALSE;1.2 years
1020;11.78 inches;17.05 kg;ponds;6.3;Black_and_Orange;FALSE;20.4 years
1021;16.44 inches;6.69 kg;ponds;8;Calico;TRUE;19.6 years
1022;12.23 inches;8.4 kg;idlewater;6.9;Yellow;TRUE;17.8 years
1023;5.14 inches;13.71 kg;lakes;6.5;Yellow;FALSE;26.6 years
1024;2.77 inches;4.89 kg;lakes;6.4;Black_and_Orange;FALSE;12.8 years
1025;1 inches;11.13 kg;idlewater;6.5;Reddish_Orange;TRUE;9.3 years
1026;20 inches;12.18 kg;rivers;6.9;Calico;FALSE;9.2 years
1027;4.43 inches;4.81 kg;lakes;7.3;Red_and_Silver;TRUE;24.8 years
1028;17.76 inches;17.16 kg;rivers;6.1;Red_and_Silver;TRUE;15.7 years
1029;19.54 inches;3.01 kg;slowmovingwaters;6.9;Red_and_Silver;TRUE;19.6 years
1030;17.45 inches;12.4 kg;slowmovingwaters;7.1;Green_and_Chocolate;TRUE;19.7 years
1031;1.51 inches;8.82 kg;lakes;6.3;Yellow;FALSE;6.4 years
1032;12.23 inches;8.07 kg;slowmovingwaters;6.5;Black_and_Orange;0;15.5 years
1033;16.04 inches;5.95 kg;lakes;7.3;Orange;TRUE;16 years
1034;9.13 inches;18.39 kg;idlewater;7.5;White;TRUE;4.2 years
1035;9.04 inches;13.37 kg;rivers;6.4;Reddish_Orange;FALSE;12.7 years
1036;11.61 inches;17.52 kg;ponds;6.8;White;FALSE;9.2 years
1037;14.34 inches;3.93 kg;idlewater;7.2;Green_and_Chocolate;TRUE;1 years
1038;18.56 inches;9.89 kg;idlewater;7.9;White;TRUE;6.4 years
1039;19.46 inches;6.61 kg;slowmovingwaters;6.9;Black_and_Orange;FALSE;13.6 years
1040;11.26 inches;10.53 kg;idlewater;6.8;Calico;TRUE;26.8 years
1041;7.95 inches;3.04 kg;slowmovingwaters;7.1;White;FALSE;20.7 years
1042;17.92 inches;3.66 kg;lakes;6.5;Yellow;FALSE;16.2 years
1043;10.2 inches;17.12 kg;ponds;7.2;Calico;FALSE;25 years
1044;8.92 inches;15.81 kg;ponds;6.7;Green_and_Chocolate;FALSE;16.4 years
1045;9.75 inches;6.93 kg;lakes;6.4;Reddish_Orange;FALSE;2.7 years
1046;20 inches;17.61 kg;lakes;7.4;Orange;TRUE;13.5 years
1047;7 inches;10.57 kg;lakes;7.4;Red_and_White_Bi_Color;TRUE;8.3 years
1048;7.1 inches;11.63 kg;slowmovingwaters;6.6;Black_and_Orange;FALSE;22.2 years
1049;8.16 inches;8.6 kg;ponds;7.3;Green_and_Chocolate;FALSE;1.2 years
1050;8.82 inches;6.88 kg;lakes;6.1;Red_and_Silver;TRUE;27.2 years
1051;1.33 inches;9.64 kg;slowmovingwaters;7.7;Green_and_Chocolate;FALSE;17.1 years
1052;10.33 inches;15.34 kg;rivers;7.1;Black_and_Orange;FALSE;15.8 years
1053;17.1 inches;5.76 kg;ponds;7.3;Black_and_Orange;TRUE;7.9 years
1054;1.09 inches;16.13 kg;idlewater;6;Calico;TRUE;19.6 years
1055;13.3 inches;6.42 kg;lakes;6;Reddish_Orange;FALSE;17.5 years
1056;11.9 inches;5.88 kg;lakes;7.6;Reddish_Orange;FALSE;13.8 years
1057;13.84 inches;7.24 kg;slowmovingwaters;6.6;Calico;FALSE;16.9 years
1058;1.51 inches;18.56 kg;idlewater;8;Reddish_Orange;TRUE;16 years
1059;12.87 inches;14.83 kg;rivers;6.6;Green_and_Chocolate;TRUE;27.4 years
1060;14.25 inches;16.23 kg;rivers;7.1;Yellow;FALSE;17.9 years
1061;18.4 inches;14.23 kg;idlewater;6.5;Yellow;TRUE;18.8 years
1062;17.78 inches;4.91 kg;slowmovingwaters;7.2;White;TRUE;14.4 years
1063;4.69 inches;15.64 kg;lakes;6.3;Red_and_White_Bi_Color;TRUE;2.4 years
1064;16.3 inches;17.58 kg;lakes;6.9;Orange;TRUE;26.5 years
1065;5.92 inches;9.55 kg;lakes;7.4;Green_and_Chocolate;TRUE;23.3 years
1066;18.06 inches;10 kg;ponds;6.4;Red_and_White_Bi_Color;FALSE;26.2 years
1067;19.98 inches;10.1 kg;rivers;6.8;Green_and_Chocolate;TRUE;10.3 years
1068;8.89 inches;8.71 kg;slowmovingwaters;7.1;Orange;TRUE;5.6 years
1069;18.51 inches;11.63 kg;rivers;6.4;White;FALSE;7 years
1070;4.88 inches;10.82 kg;idlewater;6.1;Red_and_Silver;TRUE;17.6 years
1071;17.89 inches;9.09 kg;rivers;7.8;Red_and_Silver;FALSE;5.6 years
1072;13.02 inches;8.68 kg;rivers;7.7;Green_and_Chocolate;FALSE;10.9 years
1073;13.44 inches;12.74 kg;lakes;7;Yellow;TRUE;21.6 years
1074;11.9 inches;4.13 kg;slowmovingwaters;6.6;Black_and_Orange;FALSE;16.7 years
1075;16.9 inches;2.99 kg;lakes;6.9;Calico;FALSE;1.8 years
1076;15.27 inches;11.54 kg;idlewater;6.2;Black_and_Orange;FALSE;22 years
1077;18.2 inches;17.83 kg;idlewater;7.5;White;TRUE;6.2 years
1078;3.04 inches;12.11 kg;lakes;6.1;Black_and_Orange;TRUE;16.5 years
1079;8.63 inches;3.7 kg;idlewater;6.3;Green_and_Chocolate;FALSE;8.5 years
1080;13.3 inches;3.81 kg;slowmovingwaters;6.9;Yellow;TRUE;25.5 years
1081;4.39 inches;2.44 kg;slowmovingwaters;6.9;Red_and_White_Bi_Color;TRUE;19.4 years
1082;16.96 inches;17.1 kg;ponds;7.4;Green_and_Chocolate;TRUE;8.5 years
1083;11.07 inches;14.62 kg;ponds;6.9;Green_and_Chocolate;TRUE;22.5 years
1084;3.55 inches;13.69 kg;idlewater;6.4;Yellow;FALSE;8.5 years
1085;3.99 inches;10.51 kg;lakes;7.9;Yellow;TRUE;27.1 years
1086;11.17 inches;8.89 kg;idlewater;6.8;Yellow;TRUE;20.4 years
1087;9.45 inches;6.57 kg;ponds;6.1;Yellow;FALSE;9.8 years
1088;5.37 inches;8.43 kg;idlewater;6.2;Red_and_Silver;TRUE;19.9 years
1089;7.56 inches;7.8 kg;ponds;6;Red_and_White_Bi_Color;TRUE;4.8 years
1090;18.19 inches;17.55 kg;rivers;7.4;Reddish_Orange;TRUE;24.8 years
1091;1.12 inches;5.94 kg;lakes;6.2;Yellow;FALSE;18 years
1092;18.13 inches;14.35 kg;idlewater;6.7;Orange;FALSE;4.8 years
1093;10.19 inches;3.92 kg;slowmovingwaters;6.1;White;TRUE;24.8 years
1094;8.66 inches;14.15 kg;slowmovingwaters;6.9;Red_and_White_Bi_Color;FALSE;5.2 years
1095;16.44 inches;10.09 kg;rivers;6.8;Black_and_Orange;TRUE;16.9 years
1096;9.57 inches;13.21 kg;slowmovingwaters;7.1;Reddish_Orange;FALSE;19.1 years
1097;16.89 inches;10.94 kg;lakes;6.3;Red_and_White_Bi_Color;FALSE;8.4 years
1098;13.45 inches;4.73 kg;rivers;7.5;Calico;FALSE;18.1 years
1099;5.85 inches;18.68 kg;ponds;6.7;Reddish_Orange;FALSE;21.6 years
1100;5.32 inches;2.27 kg;idlewater;7.4;Red_and_White_Bi_Color;TRUE;2.9 years
1101;8.98 inches;13.67 kg;ponds;7.6;Calico;FALSE;23 years
1102;16.08 inches;14.27 kg;ponds;6.6;Reddish_Orange;TRUE;22.8 years
1103;10.98 inches;11.99 kg;slowmovingwaters;7.4;Black_and_Orange;TRUE;9.9 years
1104;18.05 inches;6.84 kg;rivers;6.4;Red_and_Silver;FALSE;16.2 years
1105;5.15 inches;18.08 kg;ponds;6.6;Calico;TRUE;3.5 years
1106;14.62 inches;11.41 kg;lakes;7;Red_and_Silver;FALSE;12.1 years
1107;13.54 inches;8.3 kg;lakes;7.5;Orange;TRUE;3.6 years
1108;17.03 inches;10.07 kg;rivers;6.4;Green_and_Chocolate;TRUE;17 years
1109;18.21 inches;16.81 kg;slowmovingwaters;7.3;Red_and_White_Bi_Color;FALSE;22.8 years
1110;11.86 inches;8.72 kg;slowmovingwaters;7.4;Green_and_Chocolate;FALSE;12.6 years
1111;1.69 inches;8.25 kg;idlewater;6.6;Reddish_Orange;FALSE;5.6 years
1112;10.39 inches;9.83 kg;ponds;7;Reddish_Orange;FALSE;11.6 years
1113;2.9 inches;2.59 kg;lakes;6.5;Reddish_Orange;FALSE;9.1 years
1114;10.89 inches;16.75 kg;lakes;7.2;Reddish_Orange;TRUE;9.8 years
1115;8.46 inches;10.61 kg;lakes;6.9;White;TRUE;20.1 years
1116;18.35 inches;3.25 kg;rivers;7.4;Yellow;TRUE;6 years
1117;11.86 inches;13.67 kg;ponds;6.3;Yellow;TRUE;14.8 years
1118;15.09 inches;16.04 kg;lakes;7.7;Yellow;FALSE;9.7 years
1119;18.51 inches;5.41 kg;idlewater;6.6;Calico;TRUE;5.2 years
1120;19.01 inches;17.49 kg;lakes;7;Red_and_Silver;TRUE;9.8 years
1121;11.9 inches;11.26 kg;lakes;7.5;Red_and_White_Bi_Color;TRUE;8.8 years
1122;11.33 inches;16.96 kg;ponds;6.7;Yellow;FALSE;22.3 years
1123;11.7 inches;15.79 kg;idlewater;7.4;Yellow;0;6.7 years
1124;12.11 inches;7.22 kg;idlewater;7.9;Black_and_Orange;TRUE;23.2 years
1125;3.17 inches;8.13 kg;lakes;7;Yellow;FALSE;24.4 years
1126;14.79 inches;6.61 kg;slowmovingwaters;7.6;Calico;FALSE;28 years
1127;18.01 inches;13.65 kg;idlewater;6.4;Reddish_Orange;0;9.2 years
1128;10.16 inches;17.29 kg;idlewater;6.9;White;TRUE;10.3 years
1129;8.68 inches;4.33 kg;rivers;7.9;Orange;TRUE;21.6 years
1130;8.06 inches;10.36 kg;slowmovingwaters;6.6;Yellow;FALSE;17.9 years
1131;12.65 inches;18.27 kg;slowmovingwaters;7;Black_and_Orange;FALSE;24.3 years
1132;8.07 inches;10.88 kg;slowmovingwaters;7.1;Reddish_Orange;FALSE;23.7 years
1133;7.11 inches;5.02 kg;lakes;6.1;Yellow;TRUE;16.9 years
1134;16.03 inches;2.4 kg;idlewater;6.5;White;TRUE;25.3 years
1135;13.29 inches;7.37 kg;idlewater;6.1;Red_and_White_Bi_Color;TRUE;4 years
1136;5.79 inches;13.09 kg;slowmovingwaters;6.2;Green_and_Chocolate;TRUE;14.2 years
1137;15.88 inches;8.01 kg;rivers;7.4;Green_and_Chocolate;FALSE;24.9 years
1138;7.52 inches;10.19 kg;ponds;8;Green_and_Chocolate;FALSE;12.1 years
1139;2.68 inches;13.45 kg;lakes;8;Green_and_Chocolate;FALSE;5 years
1140;6.76 inches;12.11 kg;idlewater;6.2;Red_and_White_Bi_Color;FALSE;17.6 years
1141;1.29 inches;17.13 kg;ponds;6.1;Yellow;FALSE;20.9 years
1142;11.87 inches;3.8 kg;ponds;7.5;Orange;TRUE;17.7 years
1143;3.81 inches;16.36 kg;ponds;7.5;Red_and_White_Bi_Color;FALSE;16.8 years
1144;15.45 inches;17.24 kg;ponds;6.9;Black_and_Orange;FALSE;4.7 years
1145;18.07 inches;18.06 kg;rivers;6.6;Red_and_Silver;TRUE;18.8 years
1146;6.48 inches;8.34 kg;rivers;6;Red_and_White_Bi_Color;FALSE;26.6 years
1147;18.67 inches;10.9 kg;idlewater;6.2;Yellow;TRUE;11.9 years
1148;4.64 inches;7.18 kg;rivers;7.2;Reddish_Orange;FALSE;6.5 years
1149;13.58 inches;18.84 kg;rivers;7.3;Red_and_White_Bi_Color;TRUE;17.4 years
1150;14.63 inches;5.16 kg;lakes;7.9;Red_and_Silver;TRUE;13.4 years
1151;17.15 inches;11.26 kg;ponds;6.6;Orange;FALSE;22.9 years
1152;1.03 inches;9.9 kg;rivers;6.4;Green_and_Chocolate;FALSE;3.3 years
1153;9.6 inches;12.52 kg;rivers;6.3;White;TRUE;3.1 years
1154;6.29 inches;18.89 kg;slowmovingwaters;6.6;Reddish_Orange;FALSE;7.5 years
1155;18.29 inches;11.21 kg;rivers;7.3;Red_and_White_Bi_Color;TRUE;2 years
1156;6.55 inches;4.24 kg;rivers;7;Red_and_Silver;FALSE;27.3 years
1157;15.93 inches;16.99 kg;idlewater;6.7;Red_and_Silver;TRUE;5.4 years
1158;9.68 inches;8.72 kg;ponds;7.8;Orange;FALSE;25.2 years
1159;16.71 inches;9.54 kg;lakes;7.7;Orange;TRUE;4.8 years
1160;3.06 inches;15.01 kg;idlewater;6.5;White;FALSE;4.3 years
1161;16.92 inches;9.71 kg;slowmovingwaters;6.4;Red_and_White_Bi_Color;TRUE;23.9 years
1162;14.87 inches;8.84 kg;idlewater;7.8;Green_and_Chocolate;0;9.1 years
1163;7.39 inches;5.93 kg;rivers;6.7;Black_and_Orange;FALSE;21.8 years
1164;12.5 inches;4.61 kg;lakes;6.3;Orange;TRUE;8.6 years
1165;19.53 inches;13.57 kg;rivers;7.2;Yellow;TRUE;5.4 years
1166;4.95 inches;17.1 kg;rivers;6.7;Red_and_White_Bi_Color;TRUE;26.7 years
1167;5.79 inches;13.01 kg;rivers;7.4;Green_and_Chocolate;FALSE;9.5 years
1168;7.98 inches;14.29 kg;ponds;6.3;Yellow;FALSE;22.8 years
1169;13.27 inches;10.75 kg;slowmovingwaters;6.1;Orange;FALSE;23.8 years
1170;8.61 inches;13.23 kg;rivers;7.5;Red_and_White_Bi_Color;FALSE;18.2 years
1171;1.66 inches;5.32 kg;slowmovingwaters;7.8;Red_and_Silver;TRUE;10.9 years
1172;14.9 inches;2.87 kg;ponds;7.4;Orange;TRUE;15 years
1173;14.53 inches;11.2 kg;rivers;6.3;Reddish_Orange;FALSE;21.3 years
1174;19.65 inches;11.77 kg;slowmovingwaters;6.3;Calico;TRUE;23.8 years
1175;3.2 inches;13.55 kg;slowmovingwaters;7.4;White;0;15.2 years
1176;18.65 inches;10.42 kg;slowmovingwaters;7.4;Reddish_Orange;TRUE;11.7 years
1177;14.47 inches;18.56 kg;idlewater;7.7;Calico;FALSE;8.6 years
1178;3.75 inches;6.79 kg;ponds;7.2;Green_and_Chocolate;TRUE;19.7 years
1179;1.72 inches;8.98 kg;rivers;6.6;Red_and_Silver;FALSE;25.6 years
1180;4.37 inches;16.16 kg;idlewater;6.9;White;TRUE;13.5 years
1181;5.7 inches;6.15 kg;idlewater;6.1;Green_and_Chocolate;TRUE;15.7 years
1182;16.38 inches;8.91 kg;rivers;7;Black_and_Orange;TRUE;20.2 years
1183;8.86 inches;10.67 kg;lakes;6.5;Red_and_Silver;TRUE;3.6 years
1184;3.01 inches;14.17 kg;ponds;6.1;Black_and_Orange;TRUE;17 years
1185;1.37 inches;18.86 kg;lakes;6.8;Yellow;FALSE;27.2 years
1186;16.21 inches;2.51 kg;ponds;7.9;Yellow;FALSE;3.2 years
1187;1.96 inches;11.56 kg;idlewater;6.5;Yellow;TRUE;4.9 years
1188;15.27 inches;8.51 kg;slowmovingwaters;6.8;Red_and_White_Bi_Color;FALSE;7.4 years
1189;3.12 inches;17.14 kg;rivers;7.2;Black_and_Orange;FALSE;1.4 years
1190;6.77 inches;8 kg;ponds;7.7;Red_and_Silver;FALSE;25.9 years
1191;1.01 inches;8.2 kg;slowmovingwaters;6.3;Black_and_Orange;TRUE;12.2 years
1192;19.26 inches;5.69 kg;slowmovingwaters;7.8;Calico;TRUE;27.3 years
1193;11.75 inches;13.91 kg;idlewater;6.8;Red_and_Silver;TRUE;11.1 years
1194;12.55 inches;14.42 kg;ponds;7;Yellow;FALSE;8.8 years
1195;17.67 inches;11.7 kg;idlewater;7.8;Yellow;FALSE;13.6 years
1196;2.25 inches;14.08 kg;slowmovingwaters;6.2;Orange;FALSE;17.1 years
1197;9.33 inches;15.45 kg;slowmovingwaters;7;Orange;FALSE;19.5 years
1198;17.61 inches;5.56 kg;lakes;6.8;Yellow;FALSE;27.1 years
1199;3.28 inches;5.1 kg;rivers;7.8;Black_and_Orange;FALSE;4.4 years
1200;14.51 inches;17.35 kg;ponds;6.1;White;FALSE;3.4 years
1201;17.1 inches;6.25 kg;ponds;6.2;Calico;TRUE;1.3 years
1202;18.64 inches;16.74 kg;idlewater;6.7;Black_and_Orange;TRUE;18 years
1203;13.77 inches;5.66 kg;ponds;6.2;Black_and_Orange;TRUE;4.9 years
1204;4.24 inches;17.73 kg;ponds;7.8;Red_and_White_Bi_Color;FALSE;17.1 years
1205;13.69 inches;7.55 kg;lakes;6.4;Green_and_Chocolate;FALSE;14.4 years
1206;18.38 inches;10.63 kg;idlewater;7.3;Calico;FALSE;2.2 years
1207;18.54 inches;17.31 kg;idlewater;7.5;Green_and_Chocolate;FALSE;20.3 years
1208;12.84 inches;12.82 kg;slowmovingwaters;7.7;Black_and_Orange;FALSE;2.4 years
1209;13.46 inches;14.23 kg;ponds;7.4;Orange;0;16.9 years
1210;19.15 inches;3.61 kg;slowmovingwaters;6.1;Green_and_Chocolate;TRUE;19.7 years
1211;8.84 inches;17.48 kg;idlewater;8;Reddish_Orange;FALSE;9.8 years
1212;6.12 inches;2.02 kg;rivers;7.5;Yellow;FALSE;13.2 years
1213;14.86 inches;7.42 kg;idlewater;7.8;Calico;FALSE;26.4 years
1214;7.68 inches;3.21 kg;ponds;6.4;Calico;TRUE;1.1 years
1215;6.44 inches;12.49 kg;idlewater;7.1;Calico;FALSE;11.1 years
1216;19.47 inches;5.66 kg;idlewater;6.3;Calico;FALSE;14.8 years
1217;3.58 inches;5.64 kg;ponds;6.6;Reddish_Orange;FALSE;12.4 years
1218;4.7 inches;14.78 kg;ponds;7.2;Orange;FALSE;15.9 years
1219;11.41 inches;11.55 kg;rivers;7.8;Green_and_Chocolate;FALSE;22.4 years
1220;1.24 inches;12.55 kg;idlewater;7.8;Calico;TRUE;7.7 years
1221;19.83 inches;16.86 kg;idlewater;6.1;Green_and_Chocolate;TRUE;21 years
1222;4.52 inches;10.32 kg;ponds;7.9;Orange;FALSE;14.1 years
1223;6.51 inches;11.78 kg;idlewater;7.7;Orange;FALSE;26.3 years
1224;11.86 inches;5.54 kg;lakes;7.8;Reddish_Orange;FALSE;11.8 years
1225;4.04 inches;9.99 kg;lakes;6.2;Calico;FALSE;21.3 years
1226;10.18 inches;8.74 kg;rivers;6.8;White;TRUE;1.7 years
1227;19.39 inches;12.11 kg;idlewater;7.9;Orange;TRUE;16.8 years
1228;7.61 inches;12.72 kg;rivers;6.8;White;0;19.8 years
1229;18.25 inches;6.37 kg;rivers;7.9;White;TRUE;11.3 years
1230;13.94 inches;3.43 kg;slowmovingwaters;6.8;Orange;TRUE;8.3 years
1231;7.72 inches;10.93 kg;slowmovingwaters;6.9;Red_and_White_Bi_Color;FALSE;8.8 years
1232;5.25 inches;14.45 kg;rivers;6.4;Reddish_Orange;TRUE;5.3 years
1233;11.29 inches;3 kg;slowmovingwaters;7.6;Yellow;TRUE;23.1 years
1234;5.17 inches;3.52 kg;idlewater;7;Orange;FALSE;23.2 years
1235;11.87 inches;17.61 kg;idlewater;7.2;Reddish_Orange;FALSE;5.3 years
1236;12.63 inches;3.08 kg;rivers;7;Calico;TRUE;4.6 years
1237;19.8 inches;17.21 kg;lakes;6;Red_and_White_Bi_Color;TRUE;5.4 years
1238;16.8 inches;11.55 kg;ponds;7;Red_and_Silver;FALSE;22 years
1239;14.73 inches;11.99 kg;slowmovingwaters;7.4;Orange;FALSE;15.8 years
1240;9.88 inches;12.1 kg;idlewater;6.8;White;FALSE;10.8 years
1241;10.47 inches;15.53 kg;idlewater;7.6;Reddish_Orange;FALSE;21.8 years
1242;5.85 inches;12.57 kg;slowmovingwaters;8;White;TRUE;23.1 years
1243;16.92 inches;13.54 kg;idlewater;6.1;Reddish_Orange;TRUE;19.5 years
1244;7.21 inches;17.41 kg;slowmovingwaters;7.9;White;FALSE;13.8 years
1245;18.22 inches;7.41 kg;ponds;6.1;Reddish_Orange;TRUE;11.1 years
1246;6.45 inches;13.78 kg;lakes;7.4;Reddish_Orange;TRUE;24.6 years
1247;18.67 inches;6.32 kg;idlewater;6.3;Calico;FALSE;5.8 years
1248;14.25 inches;5.89 kg;rivers;6.1;Calico;FALSE;23.2 years
1249;13.02 inches;13.71 kg;lakes;7.7;Calico;FALSE;6.7 years
1250;2.5 inches;6.13 kg;ponds;6.2;Black_and_Orange;FALSE;1.9 years
1251;4.46 inches;2.28 kg;lakes;6.3;Reddish_Orange;FALSE;3.1 years
1252;12.06 inches;10.98 kg;rivers;6;Yellow;TRUE;19.1 years
1253;13.83 inches;13.44 kg;rivers;7.7;White;TRUE;27.8 years
1254;6.53 inches;4.16 kg;slowmovingwaters;7.1;Red_and_White_Bi_Color;TRUE;9.9 years
1255;2.36 inches;6.35 kg;idlewater;6.6;Orange;FALSE;15.2 years
1256;17.07 inches;16.43 kg;ponds;7.8;Orange;TRUE;8 years
1257;6.02 inches;13.7 kg;rivers;7.5;Red_and_Silver;FALSE;21.9 years
1258;12.86 inches;8.09 kg;idlewater;7.2;Yellow;FALSE;23.1 years
1259;12.29 inches;10.95 kg;rivers;7;White;FALSE;19.6 years
1260;1.32 inches;10.75 kg;rivers;6.8;Orange;FALSE;17.3 years
1261;9.78 inches;18.17 kg;lakes;6.8;Reddish_Orange;TRUE;18.2 years
1262;19.34 inches;14.44 kg;ponds;7.8;White;FALSE;1.7 years
1263;1.59 inches;9.19 kg;ponds;7.9;Yellow;TRUE;2.8 years
1264;15.83 inches;8.45 kg;rivers;6.2;Red_and_Silver;TRUE;8.3 years
1265;1.74 inches;16.76 kg;slowmovingwaters;7.3;Orange;TRUE;11.1 years
1266;12.22 inches;4.43 kg;slowmovingwaters;7.9;Red_and_Silver;TRUE;25.4 years
1267;15.56 inches;3.13 kg;slowmovingwaters;6.9;Orange;TRUE;11.7 years
1268;18 inches;15.31 kg;idlewater;6.5;Green_and_Chocolate;TRUE;21.4 years
1269;1.37 inches;16.37 kg;rivers;7.2;Green_and_Chocolate;TRUE;18.9 years
1270;13 inches;2.98 kg;lakes;6.9;Calico;FALSE;19.8 years
1271;9.75 inches;18.54 kg;slowmovingwaters;7;Calico;FALSE;21.1 years
1272;12.54 inches;16.23 kg;rivers;7.6;Yellow;TRUE;16.4 years
1273;8 inches;7.87 kg;lakes;8;Black_and_Orange;FALSE;20.8 years
1274;4.62 inches;4.3 kg;ponds;8;Reddish_Orange;TRUE;21.5 years
1275;12.24 inches;18.55 kg;idlewater;7.5;Black_and_Orange;FALSE;21.4 years
1276;2.78 inches;15.61 kg;ponds;7.4;White;FALSE;11.6 years
1277;10.07 inches;18.96 kg;slowmovingwaters;7.9;Red_and_Silver;FALSE;22.7 years
1278;3.29 inches;16.16 kg;slowmovingwaters;6.8;Yellow;TRUE;25.4 years
1279;2.63 inches;17.75 kg;rivers;6.9;Yellow;TRUE;17.8 years
1280;7.97 inches;8.32 kg;slowmovingwaters;6.8;Black_and_Orange;FALSE;27.7 years
1281;18.93 inches;2.39 kg;rivers;7.8;Red_and_Silver;FALSE;12.3 years
1282;4.74 inches;15.92 kg;rivers;6.6;White;FALSE;6.6 years
1283;10.61 inches;15.66 kg;slowmovingwaters;7.2;Reddish_Orange;TRUE;3.3 years
