scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Tianyulong;Tianyulong;Tianyulong (heavenly dragon)  ;Tiny herbivore;1.2;3.0;0.5;Bipedal;Late Jurassic;Asia;Ornithischian dinosaur;2009;China;Small feathered dinosaur;Medium;https://en.wikipedia.org/wiki/Tianyulong;1106
Tianyuraptor;Tianyuraptor;Tianyuraptor  ;Carnivore;2.0;15.0;0.8;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2010;China;Small predator;Medium;https://en.wikipedia.org/wiki/Tianyuraptor;1107
Tianzhenosaurus;Tianzhenosaurus;Tianzhen lizard  ;Herbivore;6.0;1500.0;2.5;Quadrupedal;Late Cretaceous;Asia;Ankylosaurid dinosaur;1983;China;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Tianzhenosaurus;1108
Tichosteus;Tichosteus;Tichosteus (hairy bone)  ;Herbivore;3.0;50.0;1.2;Bipedal;Late Jurassic;Europe;Theropod dinosaur;1878;Europe;Small herbivore;Medium;https://en.wikipedia.org/wiki/Tichosteus;1109
Tienshanosaurus;Tienshanosaurus;Tienshan lizard  ;Herbivore;12.0;8000.0;5.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;1972;China;Large sauropod;Medium;https://en.wikipedia.org/wiki/Tienshanosaurus;1110
Timimus;Timimus;Timimus (Tim's mimic)  ;Carnivore;2.0;15.0;1.0;Bipedal;Early Cretaceous;Oceania;Theropod dinosaur;1994;Australia;Small predator;Medium;https://en.wikipedia.org/wiki/Timimus;1111
Titanoceratops;Titanoceratops;Titan horned face  ;Herbivore;9.0;6000.0;3.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2011;USA;Large ceratopsian;Medium;https://en.wikipedia.org/wiki/Titanoceratops;1112
Titanosaurus;Titanosaurus;Titan lizard  ;Herbivore;15.0;40000.0;6.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;1877;India;Large sauropod;Medium;https://en.wikipedia.org/wiki/Titanosaurus;1113
Tochisaurus;Tochisaurus;Tochi lizard  ;Carnivore;1.5;5.0;0.5;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1993;China;Small predator;Medium;https://en.wikipedia.org/wiki/Tochisaurus;1114
Tonganosaurus;Tonganosaurus;Tongano lizard  ;Herbivore;12.0;10000.0;5.0;Quadrupedal;Early Jurassic;Asia;Sauropod dinosaur;1996;China;Large sauropod;Medium;https://en.wikipedia.org/wiki/Tonganosaurus;1115
Tonouchisaurus;Tonouchisaurus;Tonouchi lizard  ;Herbivore;3.0;300.0;1.2;Bipedal;Late Cretaceous;Asia;Ornithopod dinosaur;1996;Japan;Medium herbivore;Medium;https://en.wikipedia.org/wiki/Tonouchisaurus;1116
Tornieria;Tornieria;Tornieria  ;Herbivore;18.0;30000.0;7.0;Quadrupedal;Late Jurassic;Africa;Sauropod dinosaur;1909;Tanzania;Large sauropod;Medium;https://en.wikipedia.org/wiki/Tornieria;1117
Torosaurus;Torosaurus;Torosaurus (bull lizard)  ;Herbivore;7.5;6000.0;2.7;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1891;USA;Large ceratopsian;Medium;https://en.wikipedia.org/wiki/Torosaurus;1118
Torvosaurus;Torvosaurus;Torvosaurus (fearsome lizard)  ;Carnivore;10.0;4000.0;4.0;Bipedal;Late Jurassic;North America;Theropod dinosaur;1979;USA;Large predator;Medium;https://en.wikipedia.org/wiki/Torvosaurus;1119
Trachodon;Trachodon;Trachodon (rough tooth)  ;Herbivore;8.0;3000.0;3.5;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;1856;USA;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Trachodon;1120
Tralkasaurus;Tralkasaurus;Tralka lizard  ;Carnivore;6.0;700.0;2.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2017;Argentina;Medium predator;Medium;https://en.wikipedia.org/wiki/Tralkasaurus;1121
Traukutitan;Traukutitan;Trauku titan  ;Herbivore;25.0;35000.0;7.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2011;Argentina;Large sauropod;Medium;https://en.wikipedia.org/wiki/Traukutitan;1122
Triceratops;Triceratops;Three-horned face  ;Herbivore;9.0;6000.0;3.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1889;USA;Large ceratopsian;Medium;https://en.wikipedia.org/wiki/Triceratops;1123
Triceratops?;Triceratops?;Three-horned face?  ;Herbivore;9.0;6000.0;3.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1889;USA;Large ceratopsian;Medium;https://en.wikipedia.org/wiki/Triceratops;1124
Trigonosaurus;Trigonosaurus;Triangle lizard  ;Herbivore;6.0;3500.0;3.0;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;1997;Brazil;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Trigonosaurus;1125
Trimucrodon;Trimucrodon;Three-pointed tooth  ;Carnivore;2.0;30.0;1.0;Bipedal;Late Jurassic;Europe;Theropod dinosaur;1988;Portugal;Small predator;Medium;https://en.wikipedia.org/wiki/Trimucrodon;1126
Trinisaura;Trinisaura;Three-nosed lizard  ;Herbivore;2.0;20.0;1.0;Bipedal;Late Cretaceous;Antarctica;Ornithopod dinosaur;2013;Antarctica;Small herbivore;Medium;https://en.wikipedia.org/wiki/Trinisaura;1127
Troodon;Troodon;Troodon (wounding tooth)  ;Carnivore;2.5;50.0;1.2;Bipedal;Late Cretaceous;North America;Theropod dinosaur;1856;USA;Small predator;Medium;https://en.wikipedia.org/wiki/Troodon;1128
Tsaagan;Tsaagan;Tsaagan (white)  ;Carnivore;2.0;15.0;0.8;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2006;Mongolia;Small predator;Medium;https://en.wikipedia.org/wiki/Tsaagan;1129
Tsagantegia;Tsagantegia;Tsagantegia  ;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia;Ankylosaurid dinosaur;2013;Russia;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Tsagantegia;1130
Tsintaosaurus;Tsintaosaurus;Tsintaosaurus  ;Herbivore;9.0;4000.0;3.0;Bipedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;1958;China;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Tsintaosaurus;1131
Tugulusaurus;Tugulusaurus;Tugulu lizard  ;Carnivore;3.0;70.0;1.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2009;China;Small predator;Medium;https://en.wikipedia.org/wiki/Tugulusaurus;1132
Tuojiangosaurus;Tuojiangosaurus;Tuojiang lizard  ;Herbivore;7.0;4000.0;3.0;Quadrupedal;Late Jurassic;Asia;Stegosaurid dinosaur;1977;China;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Tuojiangosaurus;1133
Turanoceratops;Turanoceratops;Turan horned face  ;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia;Ceratopsian dinosaur;2009;Kazakhstan;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Turanoceratops;1134
Turiasaurus;Turiasaurus;Turia lizard;Herbivore;30.0;40000.0;7.5;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;2006;Spain;Large sauropod;Medium;https://en.wikipedia.org/wiki/Turiasaurus;1135
Tyrannosaurus;Tyrannosaurus;Tyrant lizard;Carnivore;12.3;8000.0;3.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;1905;USA;Large predator;Large;https://en.wikipedia.org/wiki/Tyrannosaurus;1136
Tyrannotitan;Tyrannotitan;Tyrant titan;Carnivore;12.0;7000.0;3.8;Bipedal;Early Cretaceous;South America;Theropod dinosaur;2011;Argentina;Large theropod;Large;https://en.wikipedia.org/wiki/Tyrannotitan;1137
Uberabatitan;Uberabatitan;Uberaba titan;Herbivore;20.0;30000.0;7.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2004;Brazil;Large sauropod;Large;https://en.wikipedia.org/wiki/Uberabatitan;1138
Udanoceratops;Udanoceratops;Udanoceratops;Herbivore;4.5;2000.0;1.0;Bipedal;Late Cretaceous;Asia;Ceratopsian dinosaur;2006;Mongolia;Horned dinosaur;Medium;https://en.wikipedia.org/wiki/Udanoceratops;1139
Unaysaurus;Unaysaurus;Unaya lizard;Herbivore;4.0;1500.0;0.8;Bipedal;Late Triassic;South America;Sauropodomorph dinosaur;1998;Brazil;Early sauropodomorph;Medium;https://en.wikipedia.org/wiki/Unaysaurus;1140
Unenlagia;Unenlagia;Unenlagia;Carnivore;3.5;150.0;1.0;Bipedal;Late Cretaceous;South America;Dromaeosaurid dinosaur;1997;Argentina;Bird-like theropod;Small;https://en.wikipedia.org/wiki/Unenlagia;1141
Unescoceratops;Unescoceratops;UNESCO horned face;Herbivore;2.0;150.0;0.5;Bipedal;Late Cretaceous;North America;Ceratopsian dinosaur;2013;Canada;Small horned dinosaur;Small;https://en.wikipedia.org/wiki/Unescoceratops;1142
Unquillosaurus;Unquillosaurus;Unquillo lizard;Carnivore;5.0;400.0;1.2;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2004;Argentina;Medium-sized theropod;Medium;https://en.wikipedia.org/wiki/Unquillosaurus;1143
Utahceratops;Utahceratops;Utah horned face;Herbivore;6.0;3500.0;1.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2006;USA;Large horned dinosaur;Large;https://en.wikipedia.org/wiki/Utahceratops;1144
Utahraptor;Utahraptor;Utah thief;Carnivore;6.0;500.0;2.0;Bipedal;Early Cretaceous;North America;Dromaeosaurid dinosaur;1993;USA;Large raptor;Large;https://en.wikipedia.org/wiki/Utahraptor;1145
Uteodon;Uteodon;Ute tooth;Herbivore;6.0;2500.0;1.2;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;1999;USA;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Uteodon;1146
Vagaceratops;Vagaceratops;Vaga horned face;Herbivore;5.0;2000.0;1.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2008;Canada;Medium horned dinosaur;Medium;https://en.wikipedia.org/wiki/Vagaceratops;1147
Vahiny;Vahiny;Vahiny;Unknown;3.0;150.0;1.0;Bipedal;Late Cretaceous;Madagascar;Theropod dinosaur;2009;Madagascar;Small theropod;Small;https://en.wikipedia.org/wiki/Vahiny;1148
Valdoraptor;Valdoraptor;Valdo thief;Carnivore;4.0;250.0;1.2;Bipedal;Early Cretaceous;Europe;Theropod dinosaur;2018;UK;Medium theropod;Medium;https://en.wikipedia.org/wiki/Valdoraptor;1149
Valdosaurus;Valdosaurus;Valdo lizard;Herbivore;5.0;300.0;1.0;Bipedal;Early Cretaceous;Europe;Iguanodont dinosaur;1975;UK;Medium herbivore;Medium;https://en.wikipedia.org/wiki/Valdosaurus;1150
Vallibonavenatrix;Vallibonavenatrix;Vallibona hunter;Carnivore;6.0;600.0;1.5;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2017;Spain;Large predator;Large;https://en.wikipedia.org/wiki/Vallibonavenatrix;1151
Variraptor;Variraptor;Vari thief;Carnivore;4.5;300.0;1.2;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2003;France;Medium theropod;Medium;https://en.wikipedia.org/wiki/Variraptor;1152
Vayuraptor;Vayuraptor;Vayu thief;Carnivore;3.0;150.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2019;India;Small theropod;Small;https://en.wikipedia.org/wiki/Vayuraptor;1153
Velafrons;Velafrons;Velum forehead;Herbivore;6.0;2500.0;1.5;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;2012;USA;Large hadrosaur;Large;https://en.wikipedia.org/wiki/Velafrons;1154
Velocipes;Velocipes;Swift foot;Carnivore;2.0;50.0;0.7;Bipedal;Late Triassic;Europe;Theropod dinosaur;2005;Portugal;Small theropod;Small;https://en.wikipedia.org/wiki/Velocipes;1155
Velocisaurus;Velocisaurus;Swift lizard;Carnivore;2.0;25.0;0.5;Bipedal;Late Cretaceous;South America;Theropod dinosaur;1991;Argentina;Small theropod;Small;https://en.wikipedia.org/wiki/Velocisaurus;1156
Venenosaurus;Venenosaurus;Poison lizard;Herbivore;15.0;7000.0;5.0;Quadrupedal;Late Cretaceous;North America;Sauropod dinosaur;1999;USA;Large sauropod;Large;https://en.wikipedia.org/wiki/Venenosaurus;1157
Veterupristisaurus;Veterupristisaurus;Old saw lizard;Carnivore;11.0;3500.0;3.0;Bipedal;Late Jurassic;Europe;Theropod dinosaur;2011;Germany;Large predator;Large;https://en.wikipedia.org/wiki/Veterupristisaurus;1158
Vitakridrinda;Vitakridrinda;Vita Kris's warrior;Carnivore;4.0;200.0;1.2;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2019;India;Medium theropod;Medium;https://en.wikipedia.org/wiki/Vitakridrinda;1159
Vitakrisaurus;Vitakrisaurus;Vita Kris's lizard;Herbivore;5.0;400.0;1.3;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2019;India;Medium herbivore;Medium;https://en.wikipedia.org/wiki/Vitakrisaurus;1160
Volkheimeria;Volkheimeria;Volkheimer lizard;Herbivore;12.0;8000.0;4.0;Quadrupedal;Early Cretaceous;South America;Sauropod dinosaur;1984;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Volkheimeria;1161
Vouivria;Vouivria;Vouivria lizard;Herbivore;15.0;9000.0;5.0;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;2017;France;Large sauropod;Large;https://en.wikipedia.org/wiki/Vouivria;1162
Wakinosaurus;Wakinosaurus;Wakino lizard;Unknown;6.0;1000.0;2.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1996;Japan;Medium theropod;Medium;https://en.wikipedia.org/wiki/Wakinosaurus;1163
Walgettosuchus;Walgettosuchus;Walgett crocodile;Carnivore;6.0;500.0;1.5;Bipedal;Late Cretaceous;Oceania;Archosaur;1994;Australia;Theropod-like reptile;Medium;https://en.wikipedia.org/wiki/Walgettosuchus;1164
Wamweracaudia;Wamweracaudia;Wamwera tail;Herbivore;12.0;8000.0;4.0;Quadrupedal;Late Jurassic;Africa;Sauropod dinosaur;2004;Tanzania;Large sauropod;Large;https://en.wikipedia.org/wiki/Wamweracaudia;1165
Wannanosaurus;Wannanosaurus;Wannan lizard;Herbivore;1.0;10.0;0.3;Bipedal;Late Cretaceous;Asia;Ceratopsian dinosaur;1973;China;Small horned dinosaur;Small;https://en.wikipedia.org/wiki/Wannanosaurus;1166
Weewarrasaurus;Weewarrasaurus;Weewarra lizard;Herbivore;4.0;700.0;1.3;Bipedal;Late Cretaceous;Australia;Hadrosaurid dinosaur;2019;Australia;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Weewarrasaurus;1167
Wellnhoferia;Wellnhoferia;Wellnhofer bird;Omnivore;0.5;2.0;0.2;Bipedal;Jurassic;Europe;Theropod dinosaur;2009;Germany;Small bird-like dinosaur;Small;https://en.wikipedia.org/wiki/Wellnhoferia;1168
Willinakaqe;Willinakaqe;Willinakaqe warrior;Omnivore;3.0;100.0;1.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2011;Argentina;Small theropod;Small;https://en.wikipedia.org/wiki/Willinakaqe;1169
Wintonotitan;Wintonotitan;Winton titan;Herbivore;20.0;25000.0;6.0;Quadrupedal;Late Cretaceous;Australia;Sauropod dinosaur;2009;Australia;Large sauropod;Large;https://en.wikipedia.org/wiki/Wintonotitan;1170
Wuerhosaurus;Wuerhosaurus;Wuerho lizard;Herbivore;7.0;3000.0;2.8;Quadrupedal;Early Cretaceous;Asia;Stegosaur dinosaur;1973;China;Medium stegosaur;Medium;https://en.wikipedia.org/wiki/Wuerhosaurus;1171
Wulagasaurus;Wulagasaurus;Wulaga lizard;Herbivore;9.0;4000.0;2.0;Bipedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;2004;China;Large hadrosaur;Large;https://en.wikipedia.org/wiki/Wulagasaurus;1172
Xenoceratops;Xenoceratops;Foreign horned face;Herbivore;5.0;2000.0;1.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2012;Canada;Large horned dinosaur;Large;https://en.wikipedia.org/wiki/Xenoceratops;1173
Xenoposeidon;Xenoposeidon;Foreign Poseidon;Herbivore;15.0;20000.0;5.0;Quadrupedal;Jurassic;Europe;Sauropod dinosaur;2007;UK;Large sauropod;Large;https://en.wikipedia.org/wiki/Xenoposeidon;1174
Xenotarsosaurus;Xenotarsosaurus;Foreign ankle lizard;Carnivore;7.0;2000.0;2.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2005;Argentina;Medium predator;Medium;https://en.wikipedia.org/wiki/Xenotarsosaurus;1175
Xianshanosaurus;Xianshanosaurus;Xianshan lizard;Herbivore;12.0;6000.0;3.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2009;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Xianshanosaurus;1176
Xiaosaurus;Xiaosaurus;Xiao lizard;Herbivore;1.2;10.0;0.4;Bipedal;Jurassic;Asia;Theropod dinosaur;1978;China;Small theropod;Small;https://en.wikipedia.org/wiki/Xiaosaurus;1177
Xiaotingia;Xiaotingia;Xiao Ting's lizard;Carnivore;0.5;2.0;0.2;Bipedal;Jurassic;Asia;Theropod dinosaur;2011;China;Small feathered dinosaur;Small;https://en.wikipedia.org/wiki/Xiaotingia;1178
Xinjiangovenator;Xinjiangovenator;Xinjiang hunter;Carnivore;5.0;250.0;1.2;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2007;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Xinjiangovenator;1179
Xinjiangtitan;Xinjiangtitan;Xinjiang titan;Herbivore;22.0;30000.0;6.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2013;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Xinjiangtitan;1180
Xiongguanlong;Xiongguanlong;Xiongguan dragon;Carnivore;9.0;1500.0;3.0;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2009;China;Large predator;Large;https://en.wikipedia.org/wiki/Xiongguanlong;1181
Xixianykus;Xixianykus;Xixian claw;Carnivore;2.0;20.0;0.7;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2013;China;Small predator;Small;https://en.wikipedia.org/wiki/Xixianykus;1182
Xixiasaurus;Xixiasaurus;Xixia lizard;Carnivore;3.0;60.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2010;China;Small predator;Small;https://en.wikipedia.org/wiki/Xixiasaurus;1183
Xixiposaurus;Xixiposaurus;Xixi lizard;Herbivore;4.0;200.0;1.2;Bipedal;Late Cretaceous;Asia;Ornithischian dinosaur;2010;China;Medium herbivore;Medium;https://en.wikipedia.org/wiki/Xixiposaurus;1184
Xuanhanosaurus;Xuanhanosaurus;Xuanhan lizard;Carnivore;7.0;800.0;2.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;1986;China;Large predator;Large;https://en.wikipedia.org/wiki/Xuanhanosaurus;1185
Xuanhuaceratops;Xuanhuaceratops;Xuanhua horned face;Herbivore;2.0;100.0;0.6;Bipedal;Late Jurassic;Asia;Ceratopsian dinosaur;2002;China;Small horned dinosaur;Small;https://en.wikipedia.org/wiki/Xuanhuaceratops;1186
Xunmenglong;Xunmenglong;Xunmeng dragon;Carnivore;6.0;300.0;1.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2016;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Xunmenglong;1187
Xuwulong;Xuwulong;Xuwu dragon;Herbivore;8.0;4000.0;3.0;Bipedal;Late Cretaceous;Asia;Sauropod dinosaur;2014;China;Large herbivore;Large;https://en.wikipedia.org/wiki/Xuwulong;1188
Yamaceratops;Yamaceratops;Yama horned face;Herbivore;2.5;150.0;0.7;Bipedal;Late Cretaceous;Asia;Ceratopsian dinosaur;2006;Mongolia;Small horned dinosaur;Small;https://en.wikipedia.org/wiki/Yamaceratops;1189
Yamanasaurus;Yamanasaurus;Yamana lizard;Herbivore;12.0;6000.0;3.5;Quadrupedal;Late Jurassic;South America;Sauropod dinosaur;2020;Ecuador;Large sauropod;Large;https://en.wikipedia.org/wiki/Yamanasaurus;1190
Yangchuanosaurus;Yangchuanosaurus;Yangchuan lizard;Carnivore;8.0;2500.0;3.0;Bipedal;Late Jurassic;Asia;Theropod dinosaur;1979;China;Large predator;Large;https://en.wikipedia.org/wiki/Yangchuanosaurus;1191
Yibinosaurus;Yibinosaurus;Yibin lizard;Herbivore;9.0;5000.0;3.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2007;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Yibinosaurus;1192
Yizhousaurus;Yizhousaurus;Yizhou lizard;Herbivore;10.0;6000.0;3.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2009;China;Large theropod;Large;https://en.wikipedia.org/wiki/Yizhousaurus;1193
Yunxianosaurus;Yunxianosaurus;Yunxian lizard;Herbivore;9.0;5000.0;3.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2010;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Yunxianosaurus;1194
Yurgovuchia;Yurgovuchia;Yurgovuchia claw;Carnivore;3.0;100.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2014;USA;Small predator;Small;https://en.wikipedia.org/wiki/Yurgovuchia;1195
Zhejiangosaurus;Zhejiangosaurus;Zhejiang lizard;Herbivore;8.0;3500.0;2.5;Bipedal;Late Cretaceous;Asia;Sauropod dinosaur;2007;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Zhejiangosaurus;1196
Zhongornis;Zhongornis;Zhong bird;Omnivore;0.3;1.0;0.1;Bipedal;Jurassic;Asia;Avialae;2008;China;Small bird-like dinosaur;Small;https://en.wikipedia.org/wiki/Zhongornis;1197
Zhongyuansaurus;Zhongyuansaurus;Zhongyuan lizard;Herbivore;7.0;3500.0;2.5;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2007;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Zhongyuansaurus;1199
Ziapelta;Ziapelta;Zia shield;Herbivore;5.0;2000.0;1.5;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;2014;USA;Armored dinosaur;Medium;https://en.wikipedia.org/wiki/Ziapelta;1200
Zuul;Zuul;Zuul (fictional creature);Herbivore;6.0;2500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;2017;USA;Armored dinosaur;Medium;https://en.wikipedia.org/wiki/Zuul;1201
Kritosaurus;Kritosaurus;Approximate lizard;Herbivore;8.0;4500.0;2.5;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;1910;USA;Large hadrosaur;Large;https://en.wikipedia.org/wiki/Kritosaurus;1202
Abdarainurus;Abdarainurus;Abdara lizard;Herbivore;15.0;15000.0;5.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2017;Mongolia;Large sauropod;Large;https://en.wikipedia.org/wiki/Abdarainurus;1203
Abditosaurus;Abditosaurus;Hidden lizard;Herbivore;15.0;20000.0;5.5;Quadrupedal;Late Cretaceous;Europe;Sauropod dinosaur;2019;Spain;Large sauropod;Large;https://en.wikipedia.org/wiki/Abditosaurus;1204
Adelolophus;Adelolophus;Noble crest;Herbivore;7.0;3000.0;3.0;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;2019;USA;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Adelolophus;1205
Aepyornithomimus;Aepyornithomimus;Aepyornis mimic;Omnivore;3.0;50.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2016;Mongolia;Small theropod;Small;https://en.wikipedia.org/wiki/Aepyornithomimus;1206
Afromimus;Afromimus;African mimic;Omnivore;4.0;150.0;1.2;Bipedal;Early Cretaceous;Africa;Theropod dinosaur;2009;Morocco;Medium theropod;Medium;https://en.wikipedia.org/wiki/Afromimus;1207
Agnosphitys;Agnosphitys;Unknown origin;Omnivore;1.5;10.0;0.5;Bipedal;Jurassic;Europe;Theropod dinosaur;2003;UK;Small theropod;Small;https://en.wikipedia.org/wiki/Agnosphitys;1208
Ahvaytum;Ahvaytum;Ahvaytum (local name);Herbivore;;;;?;?;?;?;?;Unknown;?;?;?;1209
Ajancingenia;Ajancingenia;Ajanci claw;Omnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2013;Mongolia;Small theropod;Small;https://en.wikipedia.org/wiki/Ajancingenia;1210
Ajnabia;Ajnabia;Ajnabia (foreign);Herbivore;6.0;1500.0;2.5;Quadrupedal;Late Cretaceous;Africa;Hadrosaurid dinosaur;2013;Morocco;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Ajnabia;1211
Albertavenator;Albertavenator;Alberta hunter;Carnivore;3.5;100.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2014;Canada;Small predator;Small;https://en.wikipedia.org/wiki/Albertavenator;1212
Almas;Almas;Almas (mythical creature);Omnivore;;;;?;?;Asia;Theropod dinosaur;2017;Mongolia;Unknown;?;https://en.wikipedia.org/wiki/Almas_(dinosaur);1213
Alpkarakush;Alpkarakush;Alp Karakush (local name);?;;;;?;?;?;?;?;?;?;?;?;1214
Amanzia;Amanzia;Amanzia (local river);Herbivore;7.0;2000.0;2.5;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;2009;Switzerland;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Amanzia;1215
Amargastegos;Amargastegos;Amarga roof;Herbivore;4.0;1500.0;1.8;Quadrupedal;Late Cretaceous;South America;Stegosaur dinosaur;1991;Argentina;Medium stegosaur;Medium;https://en.wikipedia.org/wiki/Amargastegos;1216
Ambopteryx;Ambopteryx;Both wings;Omnivore;0.7;2.0;0.2;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2019;China;Small feathered dinosaur;Small;https://en.wikipedia.org/wiki/Ambopteryx;1217
Ampelognathus;Ampelognathus;Vine jaw;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Jurassic;North America;Sauropod dinosaur;2019;USA;Large sauropod;Large;https://en.wikipedia.org/wiki/Ampelognathus;1218
Analong;Analong;Analong dragon;Herbivore;12.0;6000.0;3.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2019;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Analong;1219
Andhrasaurus;Andhrasaurus;Andhra lizard;Herbivore;6.0;2500.0;2.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2009;India;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Andhrasaurus;1220
Anhuilong;Anhuilong;Anhui dragon;Herbivore;8.0;4000.0;3.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2013;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Anhuilong;1221
Anomalipes;Anomalipes;Unusual foot;Carnivore;4.0;150.0;1.2;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2019;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Anomalipes;1222
Apatoraptor;Apatoraptor;Deceptive thief;Carnivore;3.0;60.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2013;USA;Small predator;Small;https://en.wikipedia.org/wiki/Apatoraptor;1223
Arackar;Arackar;Arackar (local name);Carnivore;6.0;300.0;1.5;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2019;Chile;Medium predator;Medium;https://en.wikipedia.org/wiki/Arackar;1224
